col0,col1,col2,col3,col4,col5
0.21590909361839294,0.7847222089767456,0.0,1.0,1.0,1.0
0.21590909361839294,0.7777777910232544,2.0263671103748493e-05,0.0,1.0,1.0
0.2130681872367859,0.7777777910232544,0.00013525391113944352,0.0,1.0,1.0
0.21875,0.7777777910232544,0.0001968994183698669,0.0,1.0,1.0
0.6392045617103577,0.0173611119389534,0.0012760009849444032,1.0,0.0,0.0
0.6420454382896423,0.02083333395421505,0.0012788085732609034,1.0,0.0,0.0
0.2556818127632141,0.02777777798473835,0.0012868652120232582,1.0,0.0,0.0
0.11363636702299118,0.0381944440305233,0.0013006591470912099,1.0,0.0,0.0
0.27272728085517883,0.0416666679084301,0.0013045654632151127,1.0,0.0,0.0
0.6818181872367859,0.0520833320915699,0.0013170165475457907,1.0,0.0,0.0
0.8664772510528564,0.0659722238779068,0.0013343505561351776,1.0,0.0,0.0
0.3125,0.0659722238779068,0.0013370361411944032,1.0,0.0,0.0
0.5056818127632141,0.0729166641831398,0.0013431396801024675,1.0,0.0,0.0
0.3892045319080353,0.0902777761220932,0.0013652343768626451,1.0,0.0,0.0
0.6903409361839294,0.1354166716337204,0.0014200439909473062,1.0,0.0,0.0
0.4744318127632141,0.1354166716337204,0.0014210204826667905,1.0,0.0,0.0
0.4204545319080353,0.1388888955116272,0.0014248046791180968,1.0,0.0,0.0
0.41477271914482117,0.1527777761220932,0.001442626933567226,1.0,0.0,0.0
0.7159090638160706,0.1909722238779068,0.0014920653775334358,1.0,0.0,0.0
0.5454545617103577,0.2013888955116272,0.0015032958472147584,1.0,0.0,0.0
0.49715909361839294,0.2152777761220932,0.001519165001809597,1.0,0.0,0.0
0.11931817978620529,0.3263888955116272,0.0016577148344367743,1.0,0.0,0.0
0.4857954680919647,0.3333333432674408,0.0016656494699418545,1.0,0.0,0.0
0.5340909361839294,0.3333333432674408,0.0016677245730534196,1.0,0.0,0.0
0.47727271914482117,0.3472222089767456,0.0016834717243909836,1.0,0.0,0.0
0.9375,0.3506944477558136,0.0016884765354916453,1.0,0.0,0.0
0.5255681872367859,0.3541666567325592,0.0016906738746911287,1.0,0.0,0.0
0.20454545319080353,0.3819444477558136,0.001726562506519258,1.0,0.0,0.0
0.6051136255264282,0.4027777910232544,0.0017513427883386612,1.0,0.0,0.0
0.23579545319080353,0.4375,0.0017969970358535647,1.0,0.0,0.0
0.2982954680919647,0.4444444477558136,0.0018039550632238388,1.0,0.0,0.0
0.25284090638160706,0.4583333432674408,0.0018211669521406293,1.0,0.0,0.0
0.6590909361839294,0.4652777910232544,0.0018300780793651938,1.0,0.0,0.0
0.5284090638160706,0.4861111044883728,0.0018580321921035647,1.0,0.0,0.0
0.6875,0.5138888955116272,0.00189208984375,1.0,0.0,0.0
0.6903409361839294,0.5173611044883728,0.0018940429436042905,1.0,0.0,0.0
0.10227272659540176,0.5243055820465088,0.0019022217020392418,1.0,0.0,0.0
0.3181818127632141,0.5277777910232544,0.0019097900949418545,1.0,0.0,0.0
0.2130681872367859,0.5347222089767456,0.0019157715141773224,1.0,0.0,0.0
0.5539772510528564,0.5451388955116272,0.001930908183567226,1.0,0.0,0.0
0.5454545617103577,0.5520833134651184,0.0019368896028026938,1.0,0.0,0.0
0.5681818127632141,0.5555555820465088,0.001941772410646081,1.0,0.0,0.0
0.5823863744735718,0.5659722089767456,0.001953613245859742,1.0,0.0,0.0
0.30965909361839294,0.5763888955116272,0.0019667968153953552,1.0,0.0,0.0
0.75,0.5798611044883728,0.001973266713321209,1.0,0.0,0.0
0.11079545319080353,0.59375,0.0019892577547580004,1.0,0.0,0.0
0.09659090638160706,0.59375,0.001990356482565403,1.0,0.0,0.0
0.11363636702299118,0.6006944179534912,0.001998291118070483,1.0,0.0,0.0
0.5795454382896423,0.6041666865348816,0.002000976586714387,1.0,0.0,0.0
0.4261363744735718,0.6041666865348816,0.002002075081691146,1.0,0.0,0.0
0.8323863744735718,0.625,0.002028076210990548,1.0,0.0,0.0
0.8636363744735718,0.6284722089767456,0.0020330811385065317,1.0,0.0,0.0
0.25284090638160706,0.6388888955116272,0.002044433495029807,1.0,0.0,0.0
0.4545454680919647,0.6527777910232544,0.0020610352512449026,1.0,0.0,0.0
0.5710227489471436,0.6527777910232544,0.002062255749478936,1.0,0.0,0.0
0.3607954680919647,0.6805555820465088,0.002096435520797968,1.0,0.0,0.0
0.53125,0.6909722089767456,0.002109619090333581,1.0,0.0,0.0
0.6818181872367859,0.7013888955116272,0.0021218261681497097,1.0,0.0,0.0
0.7017045617103577,0.7083333134651184,0.0021307372953742743,1.0,0.0,0.0
0.8323863744735718,0.71875,0.0021441651042550802,1.0,0.0,0.0
0.8125,0.7673611044883728,0.002205810509622097,1.0,0.0,0.0
0.21590909361839294,0.7777777910232544,0.0022327881306409836,0.0,1.0,1.0
0.2670454680919647,0.875,0.002336425706744194,1.0,0.0,0.0
0.3579545319080353,0.0034722222480922937,0.002392456168308854,1.0,0.0,0.0
0.5568181872367859,0.010416666977107525,0.0024017333053052425,1.0,0.0,0.0
