variant,epoch,batch,loss,lr
v002_slope_0p005,0,0,0.3427228331565857,0.001
v002_slope_0p005,0,1,0.31268370151519775,0.001
v002_slope_0p005,0,2,0.3059277832508087,0.001
v002_slope_0p005,0,3,0.30074331164360046,0.001
v002_slope_0p005,0,4,0.2948441207408905,0.001
v002_slope_0p005,0,5,0.2934079170227051,0.001
v002_slope_0p005,0,6,0.32094624638557434,0.001
v002_slope_0p005,0,7,0.291803240776062,0.001
v002_slope_0p005,0,8,0.29395079612731934,0.001
v002_slope_0p005,0,9,0.2745841443538666,0.001
v002_slope_0p005,0,10,0.2918979525566101,0.001
v002_slope_0p005,0,11,0.2896376848220825,0.001
v002_slope_0p005,0,12,0.27158284187316895,0.001
v002_slope_0p005,0,13,0.27066731452941895,0.001
v002_slope_0p005,0,14,0.29435229301452637,0.001
v002_slope_0p005,0,15,0.26947128772735596,0.001
v002_slope_0p005,0,16,0.2829977571964264,0.001
v002_slope_0p005,0,17,0.2641528844833374,0.001
v002_slope_0p005,0,18,0.2613912522792816,0.001
v002_slope_0p005,0,19,0.2694161534309387,0.001
v002_slope_0p005,0,20,0.27238011360168457,0.001
v002_slope_0p005,0,21,0.29096975922584534,0.001
v002_slope_0p005,0,22,0.2736900746822357,0.001
v002_slope_0p005,0,23,0.26621681451797485,0.001
v002_slope_0p005,0,24,0.26761069893836975,0.001
v002_slope_0p005,0,25,0.2878703773021698,0.001
v002_slope_0p005,0,26,0.25656765699386597,0.001
v002_slope_0p005,0,27,0.28067246079444885,0.001
v002_slope_0p005,0,28,0.2561345100402832,0.001
v002_slope_0p005,0,29,0.2858668267726898,0.001
v002_slope_0p005,0,30,0.2438129484653473,0.001
v002_slope_0p005,0,31,0.2533361613750458,0.001
v002_slope_0p005,0,32,0.26097968220710754,0.001
v002_slope_0p005,0,33,0.2347261607646942,0.001
v002_slope_0p005,0,34,0.23605316877365112,0.001
v002_slope_0p005,0,35,0.23533295094966888,0.001
v002_slope_0p005,0,36,0.23734144866466522,0.001
v002_slope_0p005,0,37,0.24626685678958893,0.001
v002_slope_0p005,0,38,0.2346297949552536,0.001
v002_slope_0p005,0,39,0.22940239310264587,0.001
v002_slope_0p005,0,40,0.2788867652416229,0.001
v002_slope_0p005,0,41,0.25450316071510315,0.001
v002_slope_0p005,0,42,0.28744402527809143,0.001
v002_slope_0p005,0,43,0.22483974695205688,0.001
v002_slope_0p005,0,44,0.2449207901954651,0.001
v002_slope_0p005,0,45,0.22763730585575104,0.001
v002_slope_0p005,0,46,0.23257318139076233,0.001
v002_slope_0p005,0,47,0.22131377458572388,0.001
v002_slope_0p005,0,48,0.21784541010856628,0.001
